loc,cyclomatic_complexity,num_statements,num_returns,num_assigns,num_calls,num_if,num_for,num_while,max_nesting_depth,constant_ratio,string_ratio,comment_ratio,decorator_count,has_fastapi_decorator,name_flag,path_util_signal,path_core_signal,uses_request,uses_response,uses_depends,identifier,id,label,type,pagerank,betweenness,fan_in,fan_out,num_called_unique
3972,48.0,156,24,39,332,12,2,0,15,0.07152213780455856,0.03890489913544669,0.00931520644511581,1,0,0,0,1,1.0,1.0,1.0,code:fastapi/applications.py:FastAPI:50::FastAPI,code:fastapi/applications.py:FastAPI:50,FastAPI,Class,0.0027645764221768824,0.0,0,17,44
3,2.0,3,0,1,0,1,0,0,6,0.06896551724137931,0.034482758620689655,0.0,0,0,0,0,1,0.0,0.0,0.0,code:fastapi/applications.py:__call__:1129::__call__,code:fastapi/applications.py:__call__:1129,__call__,Method,0.0029028232028093306,0.0,1,0,0
768,10.0,39,0,21,54,2,0,0,14,0.06646751306945482,0.041822255414488425,0.005208333333333333,0,0,0,0,1,1.0,1.0,1.0,code:fastapi/applications.py:__init__:66::__init__,code:fastapi/applications.py:__init__:66,__init__,Method,0.003545457070078548,0.0,10,0,9
57,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/applications.py:add_api_route:1134::add_api_route,code:fastapi/applications.py:add_api_route:1134,add_api_route,Method,0.0027645764221768824,0.0,0,0,0
13,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/applications.py:add_api_websocket_route:1253::add_api_websocket_route,code:fastapi/applications.py:add_api_websocket_route:1253,add_api_websocket_route,Method,0.0027645764221768824,0.0,0,0,0
57,1.0,4,1,0,4,0,0,0,10,0.06134969325153374,0.003067484662576687,0.0,0,0,0,0,1,0.0,1.0,1.0,code:fastapi/applications.py:api_route:1193::api_route,code:fastapi/applications.py:api_route:1193,api_route,Method,0.0027645764221768824,0.0,0,0,2
43,4.0,12,0,7,6,1,2,0,9,0.013605442176870748,0.0,0.4883720930232558,0,0,0,0,1,0.0,0.0,0.0,code:fastapi/applications.py:build_middleware_stack:995::build_middleware_stack,code:fastapi/applications.py:build_middleware_stack:995,build_middleware_stack,Method,0.0027645764221768824,0.0,0,0,4
28,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/applications.py:decorator:1222::decorator,code:fastapi/applications.py:decorator:1222,decorator,Function,0.0027645764221768824,0.0,0,0,0
7,1.0,2,0,0,1,0,0,0,6,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,code:fastapi/applications.py:decorator:1322::decorator,code:fastapi/applications.py:decorator:1322,decorator,Function,0.0027645764221768824,0.0,0,0,1
3,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/applications.py:decorator:4540::decorator,code:fastapi/applications.py:decorator:4540,decorator,Function,0.0027645764221768824,0.0,0,0,0
2,1.0,2,0,0,1,0,0,0,6,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,code:fastapi/applications.py:decorator:4615::decorator,code:fastapi/applications.py:decorator:4615,decorator,Function,0.0027645764221768824,0.0,0,0,1
2,1.0,2,0,0,1,0,0,0,6,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,code:fastapi/applications.py:decorator:4662::decorator,code:fastapi/applications.py:decorator:4662,decorator,Function,0.0027645764221768824,0.0,0,0,1
325,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/applications.py:delete:2667::delete,code:fastapi/applications.py:delete:2667,delete,Method,0.0027645764221768824,0.0,0,0,0
34,1.0,5,1,0,2,0,0,0,10,0.031746031746031744,0.031746031746031744,0.029411764705882353,0,0,0,0,1,1.0,0.0,0.0,code:fastapi/applications.py:exception_handler:4621::exception_handler,code:fastapi/applications.py:exception_handler:4621,exception_handler,Method,0.0027645764221768824,0.0,0,0,2
325,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/applications.py:get:1538::get,code:fastapi/applications.py:get:1538,get,Method,0.003748630402922521,0.0,1,0,0
325,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/applications.py:head:3413::head,code:fastapi/applications.py:head:3413,head,Method,0.0027645764221768824,0.0,0,0,0
163,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/applications.py:include_router:1333::include_router,code:fastapi/applications.py:include_router:1333,include_router,Method,0.0027645764221768824,0.0,0,0,0
35,1.0,5,1,0,2,0,0,0,8,0.038461538461538464,0.038461538461538464,0.02857142857142857,0,0,0,0,1,1.0,1.0,0.0,code:fastapi/applications.py:middleware:4575::middleware,code:fastapi/applications.py:middleware:4575,middleware,Method,0.0027645764221768824,0.0,0,0,2
24,1.0,2,0,0,2,0,0,0,8,0.08571428571428572,0.08571428571428572,0.0,1,0,0,0,1,0.0,0.0,0.0,code:fastapi/applications.py:on_event:4546::on_event,code:fastapi/applications.py:on_event:4546,on_event,Method,0.0027645764221768824,0.0,0,0,2
28,2.0,4,0,1,1,1,0,0,9,0.009708737864077669,0.009708737864077669,0.0,0,0,0,0,1,0.0,0.0,0.0,code:fastapi/applications.py:openapi:1043::openapi,code:fastapi/applications.py:openapi:1043,openapi,Method,0.0027645764221768824,0.0,0,1,1
6,4.0,6,0,1,4,2,0,0,9,0.08196721311475409,0.06557377049180328,0.0,0,0,0,0,1,1.0,0.0,0.0,code:fastapi/applications.py:openapi:1081::openapi,code:fastapi/applications.py:openapi:1081,openapi,Function,0.0027645764221768824,0.0,0,0,4
325,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/applications.py:options:3040::options,code:fastapi/applications.py:options:3040,options,Method,0.0027645764221768824,0.0,0,0,0
329,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/applications.py:patch:3786::patch,code:fastapi/applications.py:patch:3786,patch,Method,0.0027645764221768824,0.0,0,0,0
329,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/applications.py:post:2289::post,code:fastapi/applications.py:post:2289,post,Method,0.0027645764221768824,0.0,0,0,0
329,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/applications.py:put:1911::put,code:fastapi/applications.py:put:1911,put,Method,0.0027645764221768824,0.0,0,0,0
5,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/applications.py:redoc_html:1120::redoc_html,code:fastapi/applications.py:redoc_html:1120,redoc_html,Function,0.0027645764221768824,0.0,0,0,0
42,10.0,30,4,9,17,7,0,0,11,0.05642633228840126,0.04075235109717868,0.0,0,0,0,0,1,1.0,0.0,0.0,code:fastapi/applications.py:setup:1076::setup,code:fastapi/applications.py:setup:1076,setup,Method,0.0027645764221768824,0.0,0,3,11
12,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/applications.py:swagger_ui_html:1092::swagger_ui_html,code:fastapi/applications.py:swagger_ui_html:1092,swagger_ui_html,Function,0.0027645764221768824,0.0,0,0,0
1,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/applications.py:swagger_ui_redirect:1110::swagger_ui_redirect,code:fastapi/applications.py:swagger_ui_redirect:1110,swagger_ui_redirect,Function,0.0027645764221768824,0.0,0,0,0
325,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/applications.py:trace:4164::trace,code:fastapi/applications.py:trace:4164,trace,Method,0.0027645764221768824,0.0,0,0,0
55,1.0,5,1,0,4,0,0,0,9,0.061855670103092786,0.041237113402061855,0.0,0,0,0,0,1,0.0,0.0,1.0,code:fastapi/applications.py:websocket:1268::websocket,code:fastapi/applications.py:websocket:1268,websocket,Method,0.0027645764221768824,0.0,0,0,2
6,1.0,4,1,0,1,0,0,0,8,0.03636363636363636,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,code:fastapi/applications.py:websocket_route:4537::websocket_route,code:fastapi/applications.py:websocket_route:4537,websocket_route,Method,0.0027645764221768824,0.0,0,0,1
16,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/encoders.py:decimal_encoder:36::decimal_encoder,code:fastapi/encoders.py:decimal_encoder:36,decimal_encoder,Function,0.0027645764221768824,0.0,0,0,0
8,2.0,4,0,0,2,0,1,0,10,0.01818181818181818,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,code:fastapi/encoders.py:generate_encoders_by_class_tuples:87::generate_encoders_by_class_tuples,code:fastapi/encoders.py:generate_encoders_by_class_tuples:87,generate_encoders_by_class_tuples,Function,0.0027645764221768824,0.0,0,0,2
2,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0,,,,code:fastapi/encoders.py:isoformat:30::isoformat,code:fastapi/encoders.py:isoformat:30,isoformat,Function,0.0027645764221768824,0.0,0,0,0
236,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/encoders.py:jsonable_encoder:101::jsonable_encoder,code:fastapi/encoders.py:jsonable_encoder:101,jsonable_encoder,Function,0.014754776796607211,0.0,4,0,0
6,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/exception_handlers.py:http_exception_handler:10::http_exception_handler,code:fastapi/exception_handlers.py:http_exception_handler:10,http_exception_handler,Function,0.0027645764221768824,0.0,0,0,0
6,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/exception_handlers.py:request_validation_exception_handler:19::request_validation_exception_handler,code:fastapi/exception_handlers.py:request_validation_exception_handler:19,request_validation_exception_handler,Function,0.0027645764221768824,0.0,0,0,0
5,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/exception_handlers.py:websocket_request_validation_exception_handler:28::websocket_request_validation_exception_handler,code:fastapi/exception_handlers.py:websocket_request_validation_exception_handler:28,websocket_request_validation_exception_handler,Function,0.0027645764221768824,0.0,0,0,0
3,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/exceptions.py:FastAPIError:142::FastAPIError,code:fastapi/exceptions.py:FastAPIError:142,FastAPIError,Class,0.007812239087114167,0.0,3,0,0
47,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/exceptions.py:HTTPException:8::HTTPException,code:fastapi/exceptions.py:HTTPException:8,HTTPException,Class,0.030332093346295327,0.0,20,0,0
3,3.0,3,0,0,2,0,0,0,8,0.07142857142857142,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,code:fastapi/exceptions.py:RequestValidationError:156::RequestValidationError,code:fastapi/exceptions.py:RequestValidationError:156,RequestValidationError,Class,0.0037617395063709097,0.001372151294594917,2,34,2
8,6.0,8,0,2,3,0,1,0,9,0.07142857142857142,0.04285714285714286,0.0,0,0,0,0,0,0.0,0.0,0.0,code:fastapi/exceptions.py:ResponseValidationError:166::ResponseValidationError,code:fastapi/exceptions.py:ResponseValidationError:166,ResponseValidationError,Class,0.0027645764221768824,0.0,0,34,3
4,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/exceptions.py:ValidationException:148::ValidationException,code:fastapi/exceptions.py:ValidationException:148,ValidationException,Class,0.0027645764221768824,0.0,0,0,0
58,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/exceptions.py:WebSocketException:67::WebSocketException,code:fastapi/exceptions.py:WebSocketException:67,WebSocketException,Class,0.0027645764221768824,0.0,0,0,0
1,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/exceptions.py:WebSocketRequestValidationError:162::WebSocketRequestValidationError,code:fastapi/exceptions.py:WebSocketRequestValidationError:162,WebSocketRequestValidationError,Class,0.006050087435299388,0.0,1,0,0
24,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/exceptions.py:__init__:109::__init__,code:fastapi/exceptions.py:__init__:109,__init__,Method,0.003545457070078548,0.0,10,0,0
2,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/exceptions.py:__init__:149::__init__,code:fastapi/exceptions.py:__init__:149,__init__,Method,0.003545457070078548,0.0,10,0,0
3,3.0,3,0,0,2,0,0,0,8,0.07142857142857142,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,code:fastapi/exceptions.py:__init__:157::__init__,code:fastapi/exceptions.py:__init__:157,__init__,Method,0.003456416103841599,0.0,9,33,2
3,3.0,3,0,0,2,0,0,0,8,0.07142857142857142,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,code:fastapi/exceptions.py:__init__:167::__init__,code:fastapi/exceptions.py:__init__:167,__init__,Method,0.003456416103841599,0.0,9,33,2
28,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/exceptions.py:__init__:36::__init__,code:fastapi/exceptions.py:__init__:36,__init__,Method,0.003545457070078548,0.0,10,0,0
4,2.0,4,0,1,1,0,1,0,8,0.08333333333333333,0.08333333333333333,0.0,0,0,0,0,0,0.0,0.0,0.0,code:fastapi/exceptions.py:__str__:171::__str__,code:fastapi/exceptions.py:__str__:171,__str__,Method,0.0027645764221768824,0.0,0,0,1
1,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,,,code:fastapi/exceptions.py:errors:152::errors,code:fastapi/exceptions.py:errors:152,errors,Method,0.0027645764221768824,0.0,0,0,0
10,4.0,7,0,3,1,0,0,0,8,0.05172413793103448,0.017241379310344827,0.1,0,0,0,0,0,0.0,0.0,0.0,code:fastapi/middleware/asyncexitstack.py:AsyncExitStackMiddleware:7::AsyncExitStackMiddleware,code:fastapi/middleware/asyncexitstack.py:AsyncExitStackMiddleware:7,AsyncExitStackMiddleware,Class,0.0027645764221768824,0.0,0,0,1
3,1.0,3,0,1,1,0,0,0,7,0.03125,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,code:fastapi/middleware/asyncexitstack.py:__call__:14::__call__,code:fastapi/middleware/asyncexitstack.py:__call__:14,__call__,Method,0.0029028232028093306,0.0,1,0,1
5,3.0,3,0,1,0,0,0,0,6,0.1,0.05,0.0,0,0,0,0,0,0.0,0.0,0.0,code:fastapi/middleware/asyncexitstack.py:__init__:8::__init__,code:fastapi/middleware/asyncexitstack.py:__init__:8,__init__,Method,0.003545457070078548,0.0,10,0,0
88,2.0,6,0,1,5,1,0,0,8,0.14545454545454545,0.13636363636363635,0.0,0,0,1,0,0,0.0,0.0,0.0,code:fastapi/openapi/docs.py:get_redoc_html:160::get_redoc_html,code:fastapi/openapi/docs.py:get_redoc_html:160,get_redoc_html,Function,0.0036862216263932037,0.0,2,0,1
120,5.0,14,0,2,16,3,1,0,10,0.1070110701107011,0.0959409594095941,0.0,0,0,1,0,0,0.0,0.0,0.0,code:fastapi/openapi/docs.py:get_swagger_ui_html:25::get_swagger_ui_html,code:fastapi/openapi/docs.py:get_swagger_ui_html:25,get_swagger_ui_html,Function,0.0036862216263932037,2.3863500775563776e-05,2,1,6
80,1.0,3,0,1,0,0,0,0,4,0.18181818181818182,0.18181818181818182,0.0125,0,0,1,0,0,0.0,0.0,0.0,code:fastapi/openapi/docs.py:get_swagger_ui_oauth2_redirect_html:255::get_swagger_ui_oauth2_redirect_html,code:fastapi/openapi/docs.py:get_swagger_ui_oauth2_redirect_html:255,get_swagger_ui_oauth2_redirect_html,Function,0.0036862216263932037,0.0,2,0,0
3,1.0,3,0,0,2,0,0,0,7,0.06896551724137931,0.06896551724137931,0.0,0,0,0,1,0,0.0,0.0,0.0,code:fastapi/openapi/models.py:APIKey:354::APIKey,code:fastapi/openapi/models.py:APIKey:354,APIKey,Class,0.01885730889517314,0.0,6,0,1
